Roanoke-Blacksburg Regional Airport                    Roanoke                     United States               ROA  KROA   37.32051     -79.97038           5    -5
Greeley–Weld County Airport                            Greeley                     United States               GXY  KGXY   40.4374008179 -104.633003235  4697    -7
General José María Yáñez International Airport         Guaymas                     Mexico                      GYM  MMGM   27.9689998627-110.9250030518    59    -7
Yampa Valley Airport                                   Hayden                      United States               HDN  KHDN     40.48120117   -107.2180023  6606    -7
Hill Air Force Base                                    Ogden                       United States               HIF  KHIF        41.12403    -111.973086  4789    -7
Lake Havasu City Airport                               Lake Havasu City            United States               HII  KHII       34.571098    -114.358002   783    -7
Helena Regional Airport                                Helena                      United States               HLN  KHLN   46.6068000793 -111.983001709  3877    -7
Holloman Air Force Base                                Alamogordo                  United States               HMN  KHMN   32.8525009155 -106.107002258  4093    -7
General Ignacio P. Garcia International Airport        Hermosillo                  Mexico                      HMO  MMHO   29.0958995819 -111.047996521   627    -7
Lea County Regional Airport                            Hobbs                       United States               HOB  KHOB         32.6875   -103.2170029  3661    -7
Havre City County Airport                              Havre                       United States               HVR  KHVR     48.54299927    -109.762001  2591    -7
Fort Mackay / Horizon Airport                          Wood Buffalo                Canada                      HZP  CYNR   57.3816986084 -111.700996399   916    -7
Idaho Falls Regional Airport                           Idaho Falls                 United States               IDA  KIDA   43.5145988464-112.0709991455  4744    -7
Winslow Lindbergh Regional Airport                     Winslow                     United States               INW  KINW    35.021900177 -110.722999573  4941    -7
Jackson Hole Airport                                   Jacksn Hole                 United States               JAC  KJAC   43.6072998047-110.7379989624  6451    -7
Lamar Municipal Airport                                Lamar                       United States               LAA  KLAA   38.0696983337  -102.68800354  3706    -7
Aklavik/Freddie Carmichael Airport                     Aklavik                     Canada                      LAK  CYKD       68.223297     -135.00599    23    -7
Los Alamos Airport                                     Los Alamos                  United States               LAM  KLAM   35.8797988892 -106.268997192  7171    -7
Manuel Márquez de León International Airport           La Paz                      Mexico                      LAP  MMLP   24.0727005005 -110.361999512    69    -7
Laramie Regional Airport                               Laramie                     United States               LAR  KLAR   41.3120994568-105.6750030518  7284    -7
La Grande/Union County Airport                         La Grande                   United States               LGD  KLGD   45.2901992798 -118.007003784  2717    -7
Logan-Cache Airport                                    Logan                       United States               LGU  KLGU   41.7911987305 -111.851997375  4457    -7
La Junta Municipal Airport                             La Junta                    United States               LHX  KLHX     38.04970169   -103.5090027  4229    -7
Valle del Fuerte International Airport                 Los Mochis                  Mexico                      LMM  MMLM   25.6851997375 -109.081001282    16    -7
Hunt Field                                             Lindau                      Germany                     LND  KLND   42.8152008057 -108.730003357  5586    -7
Las Cruces International Airport                       Las Cruces                  United States               LRU  KLRU   32.2893981934-106.9219970703  4456    -7
Loreto International Airport                           Loreto                      Mexico                      LTO  MMLT    25.989200592-111.3479995728    34    -7
Luke Air Force Base                                    Phoenix                     United States               LUF  KLUF   33.5349998474 -112.383003235  1085    -7
Mission Field                                          Livingston-Montana          United States               LVM  KLVM   45.6994018555 -110.447998047  4660    -7
Las Vegas Municipal Airport                            Las Vegas                   United States               LVS  KLVS   35.6542015076 -105.141998291  6877    -7
Lewistown Municipal Airport                            Lewistown                   United States               LWT  KLWT   47.0493011475-109.4670028687  4170    -7
Malad City Airport                                     Malad City                  United States               MLD  KMLD   42.1665992737-112.2969970703  4503    -7
Frank Wiley Field                                      Miles City                  United States               MLS  KMLS   46.4280014038-105.8860015869  2630    -7
Missoula International Airport                         Missoula                    United States               MSO  KMSO     46.91630173   -114.0910034  3206    -7
Montrose Regional Airport                              Montrose CO                 United States               MTJ  KMTJ   38.5097999573 -107.893997192  5759    -7
Mountain Home Air Force Base                           Mountain Home               United States               MUO  KMUO       43.043598    -115.872002  2996    -7
McCall Municipal Airport                               McCall                      United States               MYL  KMYL     44.88970184   -116.1009979  5024    -7
Pinal Airpark                                          Marana                      United States               MZJ  KMZJ   32.5106010437  -111.32800293  1893    -7
General Rafael Buelna International Airport            Mazatlan                    Mexico                      MZT  MMMZ   23.1613998413  -106.26599884    38    -7
Nogales International Airport                          Nogales                     Mexico                      NOG  MMNG   31.2261009216-110.9759979248  3990    -7
Ogden Hinckley Airport                                 Ogden                       United States               OGD  KOGD   41.1958999634-112.0120010376  4473    -7
L M Clayton Airport                                    Wolf Point                  United States               OLF  KOLF   48.0945014954 -105.574996948  1986    -7
Nogales International Airport                          Nogales                     United States               OLS  KOLS   31.4176998138-110.8479995728  3955    -7
Coolidge Municipal Airport                             Cooldige                    United States               P08  KP08   32.9359016418-111.4270019531  1574    -7
Cottonwood Airport                                     Cottonwood                  United States               P52  KP52   34.7299995422 -112.035003662  3550    -7
Page Municipal Airport                                 Page                        United States               PGA  KPGA     36.92610168    -111.447998  4316    -7
Phoenix Sky Harbor International Airport               Phoenix                     United States               PHX  KPHX    33.434299469-112.0120010376  1135    -7
Pocatello Regional Airport                             Pocatello                   United States               PIH  KPIH   42.9098014832-112.5960006714  4452    -7
Puerto Peñasco International Airport                   Punta Penasco               Mexico                      PPE  MMPE       31.356202    -113.525677    30    -7
Ernest A. Love Field                                   Prescott                    United States               PRC  KPRC     34.65449905   -112.4199982  5045    -7
Pueblo Memorial Airport                                Pueblo                      United States               PUB  KPUB    38.289100647 -104.497001648  4726    -7
Carbon County Regional/Buck Davis Field                Price                       United States               PUC  KPUC     39.61389923   -110.7509995  5957    -7
Provo Municipal Airport                                Provo                       United States               PVU  KPVU   40.2192001343-111.7229995728  4497    -7
Rapid City Regional Airport                            Rapid City                  United States               RAP  KRAP     44.04529953-103.0569992065  3204    -7
Ellsworth Air Force Base                               Rapid City                  United States               RCA  KRCA     44.14500046   -103.1039963  3276    -7
Richfield Municipal Airport                            Richfield                   United States               RIF  KRIF   38.7364006042-112.0989990234  5301    -7
Garfield County Regional Airport                       Rifle                       United States               RIL  KRIL     39.52629852   -107.7269974  5548    -7
Riverton Regional Airport                              Riverton WY                 United States               RIW  KRIW    43.064201355 -108.459999084  5525    -7
Rock Springs Sweetwater County Airport                 Rock Springs                United States               RKS  KRKS     41.59420013   -109.0650024  6764    -7
Roswell International Air Center Airport               Roswell                     United States               ROW  KROW   33.3016014099  -104.53099823  3671    -7
Rawlins Municipal Airport/Harvey Field                 Rawlins                     United States               RWL  KRWL     41.80559921   -107.1999969  6813    -7
Shively Field                                          SARATOGA                    United States               SAA  KSAA   41.4449005127-106.8239974976  7012    -7
Safford Regional Airport                               Safford                     United States               SAD  KSAD     32.85480118   -109.6350021  3179    -7
Santa Fe Municipal Airport                             Santa Fe                    United States               SAF  KSAF    35.617099762 -106.088996887  6348    -7
Steamboat Springs Bob Adams Field                      Steamboat Springs           United States               SBS  KSBS      40.5163002   -106.8659973  6882    -7
Sedona Airport                                         Sedona                      United States               SDX  KSEZ   34.8485984802-111.7880020142  4830    -7
Sidney Richland Municipal Airport                      Sidney                      United States               SDY  KSDY     47.70690155   -104.1930008  1985    -7
St George Municipal Airport                            Saint George                United States               SGU  KSGU   37.0363888889 -113.510305556  2941    -7
Sheridan County Airport                                Sheridan                    United States               SHR  KSHR   44.7691993713-106.9800033569  4021    -7
Los Cabos International Airport                        San Jose Del Cabo           Mexico                      SJD  MMSD   23.1518001556-109.7210006714   374    -7
Salt Lake City International Airport                   Salt Lake City              United States               SLC  KSLC   40.7883987427-111.9779968262  4227    -7
Lemhi County Airport                                   Salmon                      United States               SMN  KSMN   45.1237983704 -113.880996704  4043    -7
Sidney Municipal-Lloyd W Carr Field                    Sidney                      United States               SNY  KSNY     41.10129929   -102.9850006  4313    -7
Show Low Regional Airport                              Show Low                    United States               SOW  KSOW    34.265499115 -110.005996704  6415    -7
Black Hills Airport-Clyde Ice Field                    Spearfish-South Dakota      United States               SPF  KSPF   44.4803009033-103.7829971314  3931    -7
Sierra Blanca Regional Airport                         Ruidoso                     United States               SRR  KSRR   33.4627990723-105.5350036621  6814    -7
Sterling Municipal Airport                             Sterling                    United States               STK  KSTK     40.61529922   -103.2649994  4040    -7
Friedman Memorial Airport                              Hailey                      United States               SUN  KSUN     43.50439835   -114.2959976  5318    -7
Tucumcari Municipal Airport                            Tucumcari                   United States               TCC  KTCC    35.182800293 -103.602996826  4065    -7
Truth Or Consequences Municipal Airport                Truth Or Consequences       United States               TCS  KTCS   33.2369003296 -107.272003174  4853    -7
Telluride Regional Airport                             Telluride                   United States               TEX  KTEX      37.9538002   -107.9079971  9070    -7
Amado Nervo National Airport                           Tepic                       Mexico                      TPQ  MMEP    21.419500351-104.8430023193  3020    -7
Tucson International Airport                           Tucson                      United States               TUS  KTUS   32.1161003113-110.9410018921  2643    -7
Joslin Field Magic Valley Regional Airport             Twin Falls                  United States               TWF  KTWF     42.48180008    -114.487999  4154    -7
Vernal Regional Airport                                Vernal                      United States               VEL  KVEL      40.4408989   -109.5100021  5278    -7
Boulder Municipal Airport                              Boulder                     United States               WBU  KBDU   40.0393981934 -105.225997925  5288    -7
Worland Municipal Airport                              Worland                     United States               WRL  KWRL   43.9656982422-107.9509963989  4227    -7
Condron Army Air Field                                 White Sands                 United States               WSD  KWSD     32.34149933   -106.4029999  3934    -7
Yellowstone Airport                                    West Yellowstone            United States               WYS  KWYS     44.68840027   -111.1179962  6649    -7
Banff Airport                                          Banff                       Canada                      YBA  CYBA   51.2073404699 -115.541861057  4583    -7
Kugaaruk Airport                                       Pelly Bay                   Canada                      YBB  CYBB       68.534401     -89.808098    56    -7
Bonnyville Airport                                     Bonnyville                  Canada                      YBY  CYBF       54.304199    -110.744003  1836    -7
Cambridge Bay Airport                                  Cambridge Bay               Canada                      YCB  CYCB   69.1081008911 -105.138000488    90    -7
Colville Lake Airport                                  Colville Lake               Canada                      YCK  CEB3         67.0392        -126.08   850    -7
Kugluktuk Airport                                      Coppermine                  Canada                      YCO  CYCO   67.8167037964 -115.143997192    74    -7
Coronation Airport                                     Coronation                  Canada                      YCT  CYCT   52.0750007629 -111.444999695  2595    -7
Dawson Creek Airport                                   Dawson Creek                Canada                      YDQ  CYDQ   55.7422981262-120.1829986572  2148    -7
Edmonton International Airport                         Edmonton                    Canada                      YEG  CYEG   53.3097000122 -113.580001831  2373    -7
Edson Airport                                          Edson                       Canada                      YET  CYET   53.5788993835 -116.464996338  3043    -7
Inuvik Mike Zubko Airport                              Inuvik                      Canada                      YEV  CYEV   68.3041992188 -133.483001709   224    -7
Wekweètì Airport                                       Wekweeti                    Canada                      YFJ  CFJ2       64.190804    -114.077002  1208    -7
Fort Resolution Airport                                Fort Resolution             Canada                      YFR  CYFR   61.1808013916 -113.690002441   526    -7
Fort Simpson Airport                                   Fort Simpson                Canada                      YFS  CYFS   61.7602005005-121.2369995117   555    -7
Golden Airport                                         Golden                      Canada                      YGE  CYGE       51.299196    -116.982002  2575    -7
Fort Good Hope Airport                                 Fort Good Hope              Canada                      YGH  CYGH   66.2407989502-128.6510009766   268    -7
Ulukhaktok Holman Airport                              Holman Island               Canada                      YHI  CYHI    70.762802124-117.8059997559   117    -7
Gjoa Haven Airport                                     Gjoa Haven                  Canada                      YHK  CYHK    68.635597229 -95.8497009277   152    -7
Hay River / Merlyn Carter Airport                      Hay River                   Canada                      YHY  CYHY   60.8396987915 -115.782997131   541    -7
Whatì Airport                                          Whatì                       Canada                      YLE  CEM3   63.1316986084-117.2460021973   882    -7
Lloydminster Airport                                   Lloydminster                Canada                      YLL  CYLL   53.3092002869-110.0729980469  2193    -7
Fort McMurray Airport                                  Fort Mcmurray               Canada                      YMM  CYMM    56.653301239 -111.222000122  1211    -7
Ekati Airport                                          Ekati                       Canada                      YOA  CYOA   64.6988983154 -110.614997864  1536    -7
CFB Cold Lake                                          Cold Lake                   Canada                      YOD  CYOD   54.4049987793-110.2789993286  1775    -7
High Level Airport                                     High Level                  Canada                      YOJ  CYOJ   58.6213989258-117.1650009155  1110    -7
Rainbow Lake Airport                                   Rainbow Lake                Canada                      YOP  CYOP   58.4914016724-119.4079971313  1759    -7
Paulatuk (Nora Aliqatchialuk Ruben) Airport            Paulatuk                    Canada                      YPC  CYPC   69.3608381154 -124.075469971    15    -7
Peace River Airport                                    Peace River                 Canada                      YPE  CYPE   56.2268981934-117.4469985962  1873    -7
Fort Chipewyan Airport                                 Fort Chipewyan              Canada                      YPY  CYPY     58.76720047-111.1169967651   761    -7
Red Deer Regional Airport                              Red Deer Industrial         Canada                      YQF  CYQF   52.1822013855-113.8939971924  2968    -7
Lethbridge County Airport                              Lethbridge                  Canada                      YQL  CYQL   49.6302986145 -112.800003052  3048    -7
Grande Prairie Airport                                 Grande Prairie              Canada                      YQU  CYQU   55.1796989441 -118.885002136  2195    -7
Rae Lakes Airport                                      Gamètì                      Canada                      YRA  CYRA   64.1160964966-117.3099975586   723    -7
Rocky Mountain House Airport                           Rocky Mountain House        Canada                      YRM  CYRM   52.4296989441 -114.903999329  3244    -7
Suffield Heliport                                      Suffield                    Canada                      YSD  CYSD   50.2667007446-111.1829986572  2525    -7
Fort Smith Airport                                     Fort Smith                  Canada                      YSM  CYSM   60.0203018188-111.9619979858   671    -7
Sachs Harbour (David Nasogaluak Jr. Saaryuaq) Airport  Sachs Harbour               Canada                      YSY  CYSY   71.9938964844 -125.242996216   282    -7
Tuktoyaktuk Airport                                    Tuktoyaktuk                 Canada                      YUB  CYUB   69.4332962036-133.0260009766    15    -7
Yuma MCAS/Yuma International Airport                   Yuma                        United States               YUM  KNYL     32.65660095   -114.6060028   213    -7
Vermilion Airport                                      Vermillion                  Canada                      YVG  CYVG   53.3558006287 -110.823997498  2025    -7
Norman Wells Airport                                   Norman Wells                Canada                      YVQ  CYVQ   65.2816009521 -126.797996521   238    -7
Déline Airport                                         Deline                      Canada                      YWJ  CYWJ   65.2110977173-123.4359970093   703    -7
Wrigley Airport                                        Wrigley                     Canada                      YWY  CYWY    63.209400177  -123.43699646   489    -7
Cranbrook/Canadian Rockies International Airport       Cranbrook                   Canada                      YXC  CYXC   49.6108016968-115.7819976807  3082    -7
Edmonton City Centre (Blatchford Field) Airport        Edmonton                    Canada                      YXD  CYXD   53.5724983215 -113.521003723  2202    -7
Medicine Hat Airport                                   Medicine Hat                Canada                      YXH  CYXH    50.018901825-110.7210006714  2352    -7
Fort St John Airport                                   Fort Saint John             Canada                      YXJ  CYXJ   56.2380981445-120.7399978638  2280    -7
Calgary International Airport                          Calgary                     Canada                      YYC  CYYC    51.113899231 -114.019996643  3557    -7
Taloyoak Airport                                       Spence Bay                  Canada                      YYH  CYYH   69.5466995239 -93.5766983032    92    -7
Yellowknife Airport                                    Yellowknife                 Canada                      YZF  CYZF   62.4627990723-114.4400024414   675    -7
Slave Lake Airport                                     Slave Lake                  Canada                      YZH  CYZH   55.2930984497 -114.777000427  1912    -7
Whitecourt Airport                                     Whitecourt                  Canada                      YZU  CYZU    54.143901825-115.7870025635  2567    -7
Fort Mcpherson Airport                                 Fort Mcpherson              Canada                      ZFM  CZFM   67.4075012207-134.8609924316   116    -7
Tulita Airport                                         Tulita                      Canada                      ZFN  CZFN   64.9096984863-125.5729980469   332    -7
Scottsdale Airport                                     Scottsdale                  United States               ZSY  KSDL   33.6228981018-111.9110031128  1510    -7
Black Rock Airport                                     Zuni Pueblo                 United States               ZUN  KZUN   35.0831985474-108.7919998169  6454    -7
Andrau Airpark                                         Houston                     United States               AAP  KAAP   29.7224998474 -95.5883026123    79    -6
Quezaltenango Airport                                  Quezaltenango               Guatemala                   AAZ  MGQZ   14.8655996323 -91.5019989014  7779    -6
Abilene Regional Airport                               Abilene                     United States               ABI  KABI   32.4113006592 -99.6819000244  1791    -6
Aberdeen Regional Airport                              Aberdeen                    United States               ABR  KABR   45.4491004944 -98.4217987061  1302    -6
General Juan N Alvarez International Airport           Acapulco                    Mexico                      ACA  MMAA   16.7570991516 -99.7539978027    16    -6
Waco Regional Airport                                  Waco                        United States               ACT  KACT   31.6112995148 -97.2304992676   516    -6
Ardmore Municipal Airport                              Ardmore                     United States               ADM  KADM        34.30301    -97.0196342   777    -6
Addison Airport                                        Addison                     United States               ADS  KADS   32.9686012268 -96.8364028931   644    -6
Alexandria International Airport                       Alexandria                  United States               AEX  KAEX   31.3274002075 -92.5497970581    89    -6
Fort Worth Alliance Airport                            Fort Worth                  United States               AFW  KAFW   32.9875984192 -97.3188018799   722    -6
Jesús Terán Paredo International Airport               Aguascalientes              Mexico                      AGU  MMAS       21.705601    -102.318001  6112    -6
Ahuas Airport                                          Ahuas                       Honduras                    AHS  MHAH         15.4722     -84.352203   249    -6
Lee C Fine Memorial Airport                            Kaiser Lake Ozark           United States               AIZ  KAIZ   38.0960006714 -92.5494995117   869    -6
Alice International Airport                            Alice                       United States               ALI  KALI   27.7409000397 -98.0269012451   178    -6
Waterloo Regional Airport                              Waterloo                    United States               ALO  KALO   42.5570983887 -92.4002990723   873    -6
Rick Husband Amarillo International Airport            Amarillo                    United States               AMA  KAMA   35.2193984985-101.7060012817  3607    -6
Anniston Metropolitan Airport                          Anniston                    United States               ANB  KANB     33.58819962   -85.85810089   612    -6
Santa Cruz del Quiche Airport                          Santa Cruz des Quiche       Guatemala                   AQB  MGQC   15.0122003555 -91.1505966187  6631    -6
Acadiana Regional Airport                              Louisiana                   United States               ARA  KARA         30.0378     -91.883904    24    -6
Lakeland-Noble F. Lee Memorial field                   Minocqua - Woodruff         United States               ARV  KARV     45.92789841   -89.73090363  1629    -6
Appleton International Airport                         Appleton                    United States               ATW  KATW   44.2580986023 -88.5190963745   918    -6
Watertown Regional Airport                             Watertown                   United States               ATY  KATY     44.91400146   -97.15470123  1749    -6
Auburn Opelika Robert G. Pitts Airport                 Auburn                      United States               AUO  KAUO     32.61510086   -85.43399811   777    -6
Austin Bergstrom International Airport                 Austin                      United States               AUS  KAUS   30.1944999695 -97.6698989868   542    -6
Wausau Downtown Airport                                Wausau                      United States               AUW  KAUW   44.9262008667 -89.6266021729  1201    -6
Barksdale Air Force Base                               Shreveport                  United States               BAD  KBAD   32.5018005371 -93.6626968384   166    -6
Barra del Colorado Airport                             Pococi                      Costa Rica                  BCL  MRBC    10.768699646 -83.5856018066     3    -6
Baudette International Airport                         Baudette                    United States               BDE  KBDE   48.7284011841  -94.612197876  1086    -6
Beech Factory Airport                                  Wichita                     United States               BEC  KBEC   37.6944999695 -97.2149963379  1408    -6
Bluefields Airport                                     Bluefields                  Nicaragua                   BEF  MNBL   11.9910001755 -83.7741012573    20    -6
Mobile Downtown Airport                                Mobile                      United States               BFM  KBFM   30.6268005371 -88.0680999756    26    -6
Brus Laguna Airport                                    Brus Laguna                 Honduras                    BHG  MHBL         15.7631     -84.543602    19    -6
Birmingham-Shuttlesworth International Airport         Birmingham                  United States               BHM  KBHM     33.56290054   -86.75350189   650    -6
Bismarck Municipal Airport                             Bismarck                    United States               BIS  KBIS   46.7727012634-100.7460021973  1661    -6
Keesler Air Force Base                                 Biloxi                      United States               BIX  KBIX   30.4104003906 -88.9244003296    33    -6
Bemidji Regional Airport                               Bemidji                     United States               BJI  KBJI     47.50939941   -94.93370056  1391    -6
Del Bajío International Airport                        Del Bajio                   Mexico                      BJX  MMLO   20.9934997559 -101.481002808  5956    -6
Stephens County Airport                                Breckenridge                United States               BKD  KBKD     32.71900177 -98.8909988403  1284    -6
Scott AFB/Midamerica Airport                           Belleville                  United States               BLV  KBLV         38.5452     -89.835197   459    -6
Central Illinois Regional Airport at Bloomington-NormalBloomington                 United States               BMI  KBMI     40.47710037   -88.91590118   871    -6
Burnet Municipal Kate Craddock Field                   Bamburi                     Kenya                       BMQ  KBMQ    30.738899231 -98.2386016846  1284    -6
Beaumont Municipal Airport                             Beaumont                    United States               BMT  KBMT   30.0706996918 -94.2157974243    32    -6
Nashville International Airport                        Nashville                   United States               BNA  KBNA   36.1245002747 -86.6781997681   599    -6
Southeast Texas Regional Airport                       Beaumont                    United States               BPT  KBPT    29.950799942 -94.0206985474    15    -6
Brainerd Lakes Regional Airport                        Brainerd                    United States               BRD  KBRD     46.39830017   -94.13809967  1232    -6
Southeast Iowa Regional Airport                        Burlington                  United States               BRL  KBRL   40.7831993103   -91.12550354   698    -6
Brownsville South Padre Island International Airport   Brownsville                 United States               BRO  KBRO   25.9067993164 -97.4259033203    22    -6
Baton Rouge Metropolitan, Ryan Field                   Baton Rouge                 United States               BTR  KBTR     30.53319931   -91.14959717    70    -6
Burlington Municipal Airport                           Burlington                  United States               BUU  KBUU    42.690700531 -88.3046035767   779    -6
Bowling Green Warren County Regional Airport           Bowling Green               United States               BWG  KBWG   36.9645004272 -86.4197006226   547    -6
Arkansas International Airport                         Blytheville                 United States               BYH  KBYH   35.9642982483 -89.9440002441   254    -6
San Pedro Airport                                      Bonanza                     Nicaragua                   BZA  MNBZ   13.9499998093 -84.5999984741   600    -6
Philip S. W. Goldson International Airport             Belize City                 Belize                      BZE  MZBZ    17.539100647 -88.3081970215    15    -6
Columbus Air Force Base                                Colombus                    United States               CBM  KCBM   33.6437988281 -88.4438018799   219    -6
Coban Airport                                          Coban                       Guatemala                   CBV  MGCB   15.4689998627 -90.4067001343  4339    -6
Childress Municipal Airport                            Childress                   United States               CDS  KCDS   34.4337997437 -100.288002014  1954    -6
Bob Sikes Airport                                      Crestview                   United States               CEW  KCEW    30.778799057  -86.522102356   213    -6
Coulter Field                                          Bryan                       United States               CFD  KCFD   30.7157001495 -96.3313980103   367    -6
Cape Girardeau Regional Airport                        Cape Girardeau              United States               CGI  KCGI   37.2252998352 -89.5708007813   342    -6
Chicago Meigs Airport                                  Chicago                     United States               CGX  KCGX   41.8587989807 -87.6079025269   593    -6
The Eastern Iowa Airport                               Cedar Rapids                United States               CID  KCID   41.8847007751 -91.7108001709   869    -6
Clarksville–Montgomery County Regional Airport         Clarksville                 United States               CKV  KCKV   36.6218986511 -87.4150009155   550    -6
Easterwood Field                                       College Station             United States               CLL  KCLL     30.58860016   -96.36380005   320    -6
Licenciado Miguel de la Madrid Airport                 Colima                      Mexico                      CLQ  MMIA   19.2770004272 -103.577003479  2467    -6
Ciudad del Carmen International Airport                Ciudad Del Carmen           Mexico                      CME  MMCE   18.6536998749 -91.7990036011    10    -6
University of Illinois Willard Airport                 Champaign                   United States               CMI  KCMI     40.03919983   -88.27809906   755    -6
TSTC Waco Airport                                      Waco                        United States               CNW  KCNW   31.6378002167 -97.0740966797   470    -6
Cotulla-La Salle County Airport                        Cotulla                     United States               COT  KCOT     28.45669937   -99.22029877   474    -6
Columbia Regional Airport                              Columbia                    United States               COU  KCOU   38.8180999756 -92.2195968628   889    -6
Ingeniero Alberto Acuña Ongay International Airport    Campeche                    Mexico                      CPE  MMCP   19.8167991638 -90.5002975464    34    -6
Corpus Christi International Airport                   Corpus Christi              United States               CRP  KCRP   27.7703990936 -97.5011978149    44    -6
Codela Airport                                         Guapiles                    Costa Rica                  CSC  MRCA   10.4139995575 -85.0916976929   328    -6
General Mariano Matamoros Airport                      Cuernavaca                  Mexico                      CVJ  MMCB   18.8348007202 -99.2612991333  4277    -6
General Pedro Jose Mendez International Airport        Ciudad Victoria             Mexico                      CVM  MMCV   23.7033004761 -98.9564971924   761    -6
Central Wisconsin Airport                              Wassau                      United States               CWA  KCWA   44.7775993347 -89.6668014526  1277    -6
Clinton Municipal Airport                              Clinton                     United States               CWI  KCWI   41.8311004639 -90.3291015625   708    -6
Lone Star Executive Airport                            Conroe                      United States               CXO  KCXO   30.3518009186 -95.4144973755   245    -6
Captain Rogelio Castillo National Airport              Celaya                      Mexico                      CYW  MMCY          20.546    -100.887001  5709    -6
Chichen Itza International Airport                     Chichen Itza                Mexico                      CZA  MMCT   20.6413002014 -88.4461975098   102    -6
Dallas Love Field                                      Dallas                      United States               DAL  KDAL   32.8470993042 -96.8517990112   487    -6
Dubuque Regional Airport                               Dubuque IA                  United States               DBQ  KDBQ     42.40200043   -90.70950317  1077    -6
Dodge City Regional Airport                            Dodge City                  United States               DDC  KDDC   37.7634010315 -99.9655990601  2594    -6
Decatur Airport                                        Decatur                     United States               DEC  KDEC   39.8345985413 -88.8656997681   682    -6
Dallas Fort Worth International Airport                Dallas-Fort Worth           United States               DFW  KDFW   32.8968009949 -97.0380020142   607    -6
General Guadalupe Victoria International Airport       Durango                     Mexico                      DGO  MMDO   24.1242008209 -104.527999878  6104    -6
Dothan Regional Airport                                Dothan                      United States               DHN  KDHN   31.3213005066 -85.4496002197   401    -6
Dalhart Municipal Airport                              Dalhart                     United States               DHT  KDHT   36.0225982666  -102.54699707  3991    -6
Laughlin Air Force Base                                Del Rio                     United States               DLF  KDLF    29.359500885 -100.777999878  1082    -6
Duluth International Airport                           Duluth                      United States               DLH  KDLH   46.8420982361 -92.1936035156  1428    -6
Baraboo Wisconsin Dells Airport                        Baraboo                     United States               DLL  KDLL     43.52270126   -89.77020264   979    -6
Vermilion Regional Airport                             Danville                    United States               DNV  KDNV     40.19919968   -87.59590149   697    -6
Dupage Airport                                         West Chicago                United States               DPA  KDPA     41.90779877   -88.24859619   759    -6
Beauregard Regional Airport                            Deridder                    United States               DRI  KDRI   30.8316993713 -93.3398971558   202    -6
Drake Bay Airport                                      Puntarenas                  Costa Rica                  DRK  MRDK    8.7188901901 -83.6417007446    12    -6
Del Rio International Airport                          Del Rio                     United States               DRT  KDRT   29.3742008209 -100.927001953  1002    -6
Des Moines International Airport                       Des Moines                  United States               DSM  KDSM   41.5340003967 -93.6631011963   958    -6
Destin Executive Airport                               Destin                      United States               DTS  KDTS     30.40010071   -86.47149658    23    -6
Halliburton Field                                      Duncan                      United States               DUC  KDUC     34.47090149    -97.9598999  1114    -6
Devils Lake Regional Airport                           Devils Lake                 United States               DVL  KDVL     48.11420059   -98.90879822  1456    -6
David Wayne Hooks Memorial Airport                     Houston                     United States               DWH  KDWH   30.0618000031 -95.5528030396   152    -6
Dyess Air Force Base                                   Abilene                     United States               DYS  KDYS   32.4207992554  -99.854598999  1789    -6
Chippewa Valley Regional Airport                       Eau Claire                  United States               EAU  KEAU   44.8657989502 -91.4842987061   913    -6
Northwest Florida Beaches International Airport        Panama City                 United States               ECP  KECP       30.357106     -85.795414    69    -6
Shelby County Airport                                  Alabaster                   United States               EET  KEET     33.17699814   -86.78279877   586    -6
Ellington Airport                                      Houston                     United States               EFD  KEFD   29.6072998047 -95.1587982178    32    -6
Wellington Municipal Airport                           Wellington                  United States               EGT  KEGT    37.323600769 -97.3882980347  1277    -6
Eagle River Union Airport                              Eagle River                 United States               EGV  KEGV   45.9323005676 -89.2683029175  1642    -6
Bessemer Airport                                       Bessemer                    United States               EKY  KEKY     33.31290054   -86.92590332   700    -6
South Arkansas Regional At Goodwin Field               El Dorado                   United States               ELD  KELD   33.2210006714 -92.8133010864   277    -6
Emporia Municipal Airport                              Kempten                     Germany                     EMP  KEMP   38.3320999146 -96.1912002563  1208    -6
Vance Air Force Base                                   Enid                        United States               END  KEND   36.3391990662 -97.9164962769  1307    -6
Kenosha Regional Airport                               Kenosha                     United States               ENW  KENW     42.59569931   -87.92780304   742    -6
Keokuk Municipal Airport                               Keokuk                      United States               EOK  KEOK   40.4598999023 -91.4284973145   671    -6
Kerrville Municipal Louis Schreiner Field              Kerrville                   United States               ERV  KERV   29.9766998291 -99.0857009888  1617    -6
Esler Regional Airport                                 Alexandria                  United States               ESF  KESF   31.3948993683 -92.2957992554   112    -6
Weedon Field                                           Eufala                      United States               EUF  KEUF   31.9512996674 -85.1288986206   285    -6
Evansville Regional Airport                            Evansville                  United States               EVV  KEVV   38.0369987488 -87.5324020386   418    -6
Newton City-County Airport                             Newton                      United States               EWK  KEWK   38.0582008362 -97.2744979858  1533    -6
Hector International Airport                           Fargo                       United States               FAR  KFAR   46.9207000732 -96.8158035278   902    -6
Flying Cloud Airport                                   Eden Prairie                United States               FCM  KFCM   44.8272018433 -93.4570999146   906    -6
